"SOURCE MAPPING  —  Every source question mapped to its Impactree Indicator  |  Filter by Standard, Module, or Indicator ID",,,,,,
Impactree ID,Module,Indicator,Source Standard,Source Question ID,Source Question Text,Source Section / Module
IMP-M09-I07,Air Quality,Air Quality Compliance & Monitoring,CDP,CDP-7.45,Describe your gross global combined Scope 1 and 2 emissions for the reporting year in metric tons CO e per unit,Module 7: Environmental Performance – Climate Change .................
IMP-M09-I07,Air Quality,Air Quality Compliance & Monitoring,CDP,CDP-7.46,"For your electric utility activities, provide a breakdown of your Scope 1 emissions and emissions intensity relating to your",Module 7: Environmental Performance – Climate Change .................
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,CDP,CDP-7.47,State your organization’s Scope 1 and Scope 2 emissions intensities related to cement production activities.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,CDP,CDP-7.48,Provide the intensity figures for Scope 1 emissions (metric tons CO2e) per unit of hydrocarbon category.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I04,GHG Emissions & Climate Change,GHG Emission Intensity,CDP,CDP-7.49,State your organization’s emissions and energy intensities by steel production process route.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.5,Provide your base year and base year emissions.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I04,GHG Emissions & Climate Change,GHG Emission Intensity,CDP,CDP-7.50,Provide primary intensity metrics that are appropriate to your indirect emissions in Scope 3 Category 11: Use of sold,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I04,GHG Emissions & Climate Change,GHG Emission Intensity,CDP,CDP-7.51,"What are your primary intensity (activity-based) metrics that are appropriate to your emissions from transport activities in Scope 1, 2, and 3?",Module 7: Environmental Performance – Climate Change
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.52,Provide any additional climate-related metrics relevant to your business.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.53,Did you have an emissions target that was active in the reporting year?,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.53.1,Provide details of your absolute emissions targets and progress made against those targets.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.53.2,Provide details of your emissions intensity targets and progress made against those targets.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.53.3,"Explain why you did not have an emissions target, and forecast how your emissions will change over the next five",Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.53.4,Provide details of the climate-related targets for your portfolio.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.54,Did you have any other climate-related targets that were active in the reporting year?,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.54.1,Provide details of your targets to increase or maintain low-carbon energy consumption or production.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.54.2,"Provide details of any other climate-related targets, including methane reduction targets.",Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.54.3,Provide details of your net-zero target(s).,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.54.4,"Indicate which targets reported in 7.53.1/2 incorporate methane emissions, or if you do not have a methane-specific",Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.54.5,"Indicate which targets reported in 7.53.1/2 incorporate methane emissions, or if you do not have a methane-specific",Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.55,Did you have emissions reduction initiatives that were active within the reporting year? Note that this can include those,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.55.1,"Identify the total number of initiatives at each stage of development, and for those in the implementation stages, the",Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.55.2,Provide details on the initiatives implemented in the reporting year in the table below.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.55.3,What methods do you use to drive investment in emissions reduction activities?,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.55.4,Why did you not have any emissions reduction initiatives active during the reporting year?,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.56,Describe any planned climate-related projects within your public authority for which you hope to attract financing.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.57,Describe your organization’s efforts to reduce methane emissions from your activities.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.58,Describe your organization’s efforts to reduce methane emissions from your activities.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.59,Describe your organization’s efforts to reduce methane emissions from your activities.,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.6,What were your organization’s gross global Scope 1 emissions in metric tons CO2e?,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.60,Does your organization conduct leak detection and repair (LDAR) or use other methods to find and fix fugitive methane,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.60.1,Describe the protocol through which methane leak detection and repair or other methane leak detection methods are,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.60.2,Explain why not and whether you plan to conduct methane leak detection and repair or adopt other methods to find,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.61,Does your organization conduct leak detection and repair (LDAR) or use other methods to find and fix fugitive methane,Module 7: Environmental Performance – Climate Change .................
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,CDP,CDP-7.61.1,"Describe the protocol through which methane leak detection and repair or other leak detection methods, are conducted",Module 7: Environmental Performance – Climate Change .................
